EQUIPOS PARA REVISION QUITO - GUAYAQUIL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ITEM;CD;AREA;MODELO;SN;ENE;MANTE_ENE;FEB;MANTE_FEB;MARZO;MANTE_MAR;ABRIL;MANTE_ABRIL;MAYO;MANTE_MAY;JUN;MANTE_JUN;JUL;MANTE_JUL;AGOST;MANTE_AGOSTO;SEP;MANTE_SEP;OCT;MANTE_OCT;NOV;MANTE_NOV;DIC;MANTE_DIC;;
452;CD LOMAS DE SARGENTILLO;SECOS;MC92;1505000505159    ;;;;;;;;;;;;;;;;;;;;;;;;;;
453;CD LOMAS DE SARGENTILLO;SECOS;MC92;1632700500668    ;;;7/2/2024;Mantenimiento preventivo;13/3/2024;Mantenimiento preventivo;10/4/2024;Mantenimiento preventivo;2/5/2024;Mantenimiento preventivo;;;11/7/2024;Teclado con protector;8/8/2024;Mantenimiento preventivo;5/9/2024;Mantenimiento preventivo;17/10/2024;Mantenimiento preventivo;7/11/2024;Mantenimiento preventivo;12/12/2024;Mantenimiento preventivo;;
;;;;1632700500668    ;;;;;;;;;;;;;11/7/2024;Carcasa inferior;;;;;;;;;;;;
454;CD LOMAS DE SARGENTILLO;SECOS;MC92;1833400606693    ;;;7/2/2024;Mantenimiento preventivo;;;18/4/2024;Mantenimiento preventivo;2/5/2024;Mantenimiento preventivo;11/6/2024;Mantenimiento preventivo;4/7/2024;Mantenimiento preventivo;;;;;;;;;;;;
455;CD LOMAS DE SARGENTILLO;SECOS;MC92;1505000505073    ;;;;;;;;;;;;;;;1/8/2024;Mantenimiento preventivo;12/9/2024;Mantenimiento preventivo;3/10/2024;Mantenimiento preventivo;13/11/2024;Mantenimiento preventivo;5/12/2024;Mantenimiento preventivo;;
456;CD LOMAS DE SARGENTILLO;SECOS;MC92;1505000505074    ;;;;;;;;;;;;;;;;;;;;;;;;;;
457;CD LOMAS DE SARGENTILLO;SECOS;MC92;1505000505084    ;;;;;;;;;;;;;;;;;;;;;;;;;;
458;CD LOMAS DE SARGENTILLO;SECOS;MC92;16327005000575    ;;;14/2/2024;Teclado con protector;27/3/2024;Mantenimiento preventivo;18/4/2024;Mantenimiento preventivo;2/5/2024;Tactil;4/6/2024;Teclado con protector;4/7/2024;Mantenimiento preventivo;;;;;;;;;;;;
459;CD LOMAS DE SARGENTILLO;SECOS;MC92;19283010559202    ;;;;;;;;;;;;;;;1/8/2024;Mantenimiento preventivo;5/9/2024;Mantenimiento preventivo;;;14/11/2024;Mantenimiento preventivo;;;;
460;CD LOMAS DE SARGENTILLO;SECOS;MC92;1505000505143    ;;;21/2/2024;Flex interno;13/3/2024;Mantenimiento preventivo;18/4/2024;Mantenimiento preventivo;2/5/2024;Mantenimiento preventivo;11/6/2024;Seguro de bateria;4/7/2024;Carcasa inferior;;;;;;;;;;;;
461;CD LOMAS DE SARGENTILLO;SECOS;MC92;1505000505061    ;;;;;;;;;;;;;;;1/8/2024;Mantenimiento preventivo;5/9/2024;Mantenimiento preventivo;3/10/2024;Mantenimiento preventivo;7/11/2024;Mantenimiento preventivo;12/12/2024;Seguro de bateria;;
;;;;1505000505061    ;;;;;;;;;;;;;;;;;;;;;;;5/12/2024;Mantenimiento preventivo;;
462;CD LOMAS DE SARGENTILLO;SECOS;MC92;15050005051113    ;;;7/2/2024;Mantenimiento preventivo;13/3/2024;Carcasa inferior;10/4/2024;Mantenimiento preventivo;9/5/2024;Mantenimiento preventivo;4/6/2024;Mantenimiento preventivo;4/7/2024;Mantenimiento preventivo;;;;;;;;;;;;
463;CD LOMAS DE SARGENTILLO;SECOS;MC92;1505000505138    ;;;21/2/2024;Boton gatillo;27/3/2024;Mantenimiento preventivo;10/4/2024;Mantenimiento preventivo;9/5/2024;Mantenimiento preventivo;4/6/2024;Mantenimiento preventivo;4/7/2024;Mantenimiento preventivo;1/8/2024;Mantenimiento preventivo;5/9/2024;Teclado con protector;17/10/2024;Mantenimiento preventivo;7/11/2024;Mantenimiento preventivo;26/12/2024;Seguro de bateria;;
;;;;1505000505138    ;;;14/2/2024;Carcasa superior;;;;;;;;;;;;;;;;;;;;;;
;;;;1505000505138    ;;;14/2/2024;Flex interno;;;;;;;;;;;;;;;;;;;5/12/2024;Mantenimiento preventivo;;
;;;;1505000505138    ;;;14/2/2024;Tactil;;;;;;;;;;;;;;;;;;;;;;
464;CD LOMAS DE SARGENTILLO;SECOS;MC92;1505000505158    ;;;;;;;;;;;;;;;1/8/2024;Mantenimiento preventivo;12/9/2024;Mantenimiento preventivo;3/10/2024;Mantenimiento preventivo;7/11/2024;Mantenimiento preventivo;5/12/2024;Mantenimiento preventivo;;
465;CD LOMAS DE SARGENTILLO;SECOS;MC92;1505000505160    ;;;;;;;;;;;;;;;;;;;;;;;;;;
466;CD LOMAS DE SARGENTILLO;SECOS;MC92;1833400500680    ;;;;;27/3/2024;Mantenimiento preventivo;18/4/2024;Mantenimiento preventivo;2/5/2024;Mantenimiento preventivo;4/6/2024;Mantenimiento preventivo;;;;;;;;;;;;;;
467;CD LOMAS DE SARGENTILLO;SECOS;MC92;19337010559286    ;;;7/2/2024;Mantenimiento preventivo;27/3/2024;Mantenimiento preventivo;18/4/2024;Mantenimiento preventivo;;;;;11/7/2024;Mantenimiento preventivo;1/8/2024;Mantenimiento preventivo;5/9/2024;Mantenimiento preventivo;17/10/2024;Mantenimiento preventivo;7/11/2024;Mantenimiento preventivo;5/12/2024;Mantenimiento preventivo;;
468;CD LOMAS DE SARGENTILLO;SECOS;RS;21957    ;;;7/2/2024;Mantenimiento preventivo;27/3/2024;Mantenimiento preventivo;18/4/2024;Mantenimiento preventivo;1/5/2024;Mantenimiento preventivo;;;;;;;;;;;;;;;;
469;CD LOMAS DE SARGENTILLO;SECOS;RS;20829    ;;;7/2/2024;Mantenimiento preventivo;27/3/2024;Mantenimiento preventivo;18/4/2024;Mantenimiento preventivo;1/5/2024;Mantenimiento preventivo;;;;;;;;;;;;;14/12/2024;Canastilla RS;;
470;CD LOMAS DE SARGENTILLO;SECOS;RS;20141    ;;;7/2/2024;Mantenimiento preventivo;27/3/2024;Mantenimiento preventivo;18/4/2024;Mantenimiento preventivo;1/5/2024;Mantenimiento preventivo;;;;;;;;;;;;;;;;
471;CD LOMAS DE SARGENTILLO;SECOS;RS;302086    ;;;;;;;;;;;;;;;;;;;;;;;;;;
472;CD LOMAS DE SARGENTILLO;SECOS;RS;20457    ;;;7/2/2024;Mantenimiento preventivo;27/3/2024;Mantenimiento preventivo;18/4/2024;Mantenimiento preventivo;1/5/2024;Mantenimiento preventivo;;;;;;;;;;;;;;;;
473;CD LOMAS DE SARGENTILLO;SECOS;RS;22703    ;;;7/2/2024;Mantenimiento preventivo;27/3/2024;Mantenimiento preventivo;18/4/2024;Mantenimiento preventivo;1/5/2024;Mantenimiento preventivo;;;;;;;;;;;;;;;;
474;CD LOMAS DE SARGENTILLO;SECOS;RS;Sin serie;;;7/2/2024;Mantenimiento preventivo;27/3/2024;Mantenimiento preventivo;18/4/2024;Mantenimiento preventivo;1/5/2024;Mantenimiento preventivo;;;;;;;;;;;7/11/2024;Mantenimiento preventivo;;;;
475;CD LOMAS DE SARGENTILLO;SECOS;RS;Sin serie;;;7/2/2024;Mantenimiento preventivo;27/3/2024;Mantenimiento preventivo;18/4/2024;Mantenimiento preventivo;1/5/2024;Mantenimiento preventivo;;;;;;;;;;;7/11/2024;Mantenimiento preventivo;;;;
476;CD LOMAS DE SARGENTILLO;FRIOS;TC52;22073524201212    ;;;7/2/2024;Mantenimiento preventivo;;;18/4/2024;Mantenimiento preventivo;1/5/2024;Mantenimiento preventivo;;;;;;;;;;;;;;;;
477;CD CALACALI;FRIOS;MC91;1400900500780    ;9/1/2024;Mantenimiento preventivo;21/2/2024;Mantenimiento preventivo;12/3/2024;Mantenimiento preventivo;10/4/2024;Mantenimiento preventivo;;;5/6/2024;Mantenimiento preventivo;10/7/2024;Mantenimiento preventivo;7/8/2024;Mantenimiento preventivo;11/9/2024;Tactil;9/10/2024;Mantenimiento preventivo;13/11/2024;Mantenimiento preventivo;12/12/2024;Mantenimiento preventivo;;
;;;;1400900500780    ;;;;;;;;;;;;;;;;;11/9/2024;Carcasa superior;;;;;;;;
;CD CALACALI;FRIOS;MC93;22192522509247    ;9/1/2024;Mantenimiento preventivo;21/2/2024;Mantenimiento preventivo;12/3/2024;Mantenimiento preventivo;9/4/2024;Mantenimiento preventivo;7/5/2024;Mantenimiento preventivo;11/6/2024;Mantenimiento preventivo;9/7/2024;Mantenimiento preventivo;6/8/2024;Mantenimiento preventivo;10/9/2024;Mantenimiento preventivo;8/10/2024;Mantenimiento preventivo;12/11/2024;Mantenimiento preventivo;10/12/2024;Mantenimiento preventivo;;
;CD CALACALI;FRIOS;ZT411;99N222203497;9/1/2024;Mantenimiento preventivo;21/2/2024;Mantenimiento preventivo;12/3/2024;Seguro de etiquetas;9/4/2024;Mantenimiento preventivo;7/5/2024;Mantenimiento preventivo;11/6/2024;Mantenimiento preventivo;9/7/2024;Mantenimiento preventivo;6/8/2024;Mantenimiento preventivo;10/9/2024;Mantenimiento preventivo;8/10/2024;Mantenimiento preventivo;12/11/2024;Mantenimiento preventivo;10/12/2024;Mantenimiento preventivo;;
;CD CALACALI;SECOS;MC91;1421800506790    ;;;21/2/2024;Mantenimiento preventivo;;;;;;;;;;;;;;;;;;;;;;
;CD CALACALI;SECOS;ET51;XAHA4F013004339;;;21/2/2024;Mantenimiento preventivo;;;;;;;;;;;;;;;;;;;;;;
;CD LOMAS DE SARGENTILLO;FRIOS;MC92;1505000505117    ;;;7/2/2024;Mantenimiento preventivo;27/3/2024;Carcasa superior;;Mantenimiento preventivo;1/5/2024;Mantenimiento preventvio;5/6/2024;Mantenimiento preventivo;10/7/2024;Teclado con protector;7/8/2024;Mantenimiento preventivo;4/9/2024;Mantenimiento preventivo;2/10/2024;Mantenimiento preventivo;13/11/2024;Ajuste de antena;4/12/2024;Mantenimiento preventivo;;
;;;;1505000505117    ;;;;;27/3/2024;Flex interno;9/4/2024;;;;;;;;;;;;;;;;;;;
;;;;1505000505117    ;;;;;27/3/2024;Tactil;;;;;;;;;;;;;;;;;;;;
;CD LOMAS DE SARGENTILLO;FRIOS;MC92;19337010559287    ;;;7/2/2024;Mantenimiento preventivo;27/3/2024;Teclado con protector;18/4/2024;Mantenimiento preventivo;1/5/2024;Mantenimiento preventvio;5/6/2024;Mantenimiento preventivo;10/7/2024;Flex interno;7/8/2024;Mantenimiento preventivo;4/9/2024;Mantenimiento preventivo;2/10/2024;Mantenimiento preventivo;13/11/2024;Carcasa superior;;;;
;CD LOMAS DE SARGENTILLO;FRIOS;ZQ511;XXRAJ215200248;;;7/2/2024;Mantenimiento preventivo;27/3/2024;Mantenimiento preventivo;18/4/2024;Mantenimiento preventivo;1/5/2024;Mantenimiento preventvio;;;;;;;;;;;;;18/12/2024;Mantenimiento preventivo;;
;CD LOMAS DE SARGENTILLO;FRIOS;ZQ511;XXRAJ215200179;;;7/2/2024;Mantenimiento preventivo;27/3/2024;Mantenimiento preventivo;18/4/2024;Mantenimiento preventivo;1/5/2024;Mantenimiento preventvio;5/6/2024;Mantenimiento preventivo;;;;;;;;;;;;;;
;CD LOMAS DE SARGENTILLO;FRIOS;ZQ511;XXRAJ215200145;;;7/2/2024;Mantenimiento preventivo;27/3/2024;Mantenimiento preventivo;18/4/2024;Mantenimiento preventivo;1/5/2024;Mantenimiento preventvio;;;;;;;;;;;;;;;;
;CD LOMAS DE SARGENTILLO;FRIOS;ZT410;18J183506591;;;7/2/2024;Mantenimiento preventivo;12/3/2024;Mantenimiento preventivo;18/4/2024;Mantenimiento preventivo;1/5/2024;Mantenimiento preventvio;5/6/2024;Mantenimiento preventivo;10/7/2024;Mantenimiento preventivo;;;4/9/2024;Mantenimiento preventivo;2/10/2024;Mantenimiento preventivo;13/11/2024;Mantenimiento preventivo;4/12/2024;Mantenimiento preventivo;;
;CD LOMAS DE SARGENTILLO;FRIOS;ET51;XAHY3FB2900037;;;7/2/2024;Mantenimiento preventivo;12/3/2024;Mantenimiento preventivo;9/4/2024;Mantenimiento preventivo;1/5/2024;Mantenimiento preventvio;5/6/2024;Mantenimiento preventivo;10/7/2024;Mantenimiento preventivo;;;4/9/2024;Mantenimiento preventivo;2/10/2024;Mantenimiento preventivo;20/11/2024;Mantenimiento preventivo;14/12/2024;Mantenimiento preventivo;;
;CD LOMAS DE SARGENTILLO;FRIOS;ET51;XAHY3FB2900117;;;7/2/2024;Mantenimiento preventivo;12/3/2024;Mantenimiento preventivo;9/4/2024;Mantenimiento preventivo;1/5/2024;Mantenimiento preventvio;5/6/2024;Mantenimiento preventivo;;;;;4/9/2024;Mantenimiento preventivo;10/10/2024;Mantenimiento preventivo;;;14/12/2024;Mantenimiento preventivo;;
;CD LOMAS DE SARGENTILLO;FRIOS;ET51;XAHY3FB2400058;;;7/2/2024;Mantenimiento preventivo;12/3/2024;Mantenimiento preventivo;18/4/2024;Mantenimiento preventivo;1/5/2024;Mantenimiento preventvio;;;10/7/2024;Mantenimiento preventivo;;;4/9/2024;Mantenimiento preventivo;10/10/2024;Mantenimiento preventivo;20/11/2024;Mantenimiento preventivo;26/12/2024;Mantenimiento preventivo;;
;CD LOMAS DE SARGENTILLO;FRIOS;ET51;XAHY3FA5000154;;;7/2/2024;Mantenimiento preventivo;27/3/2024;Mantenimiento preventivo;9/4/2024;Mantenimiento preventivo;1/5/2024;Mantenimiento preventvio;5/6/2024;Mantenimiento preventivo;10/7/2024;Mantenimiento preventivo;;;4/9/2024;Mantenimiento preventivo;2/10/2024;Mantenimiento preventivo;20/11/2024;Mantenimiento preventivo;;;;
;CD LOMAS DE SARGENTILLO;FRIOS;ET51;XAHA5F02800112;;;7/2/2024;Mantenimiento preventivo;12/3/2024;Mantenimiento preventivo;9/4/2024;Mantenimiento preventivo;1/5/2024;Mantenimiento preventvio;5/6/2024;Mantenimiento preventivo;10/7/2024;Mantenimiento preventivo;8/8/2024;Mantenimiento preventivo;4/9/2024;Mantenimiento preventivo;2/10/2024;Se retira a laboratorio;20/11/2024;Mantenimiento preventivo;;;;
;CD LOMAS DE SARGENTILLO;FRIOS;ET51;XAHA4F01300687;17/1/2024;Mantenimiento preventivo;21/2/2024;Mantenimiento preventivo;12/3/2024;Mantenimiento preventivo;9/4/2024;Mantenimiento preventivo;1/5/2024;Mantenimiento preventvio;5/6/2024;Mantenimiento preventivo;10/7/2024;Mantenimiento preventivo;;;12/9/2024;Mantenimiento preventivo;2/10/2024;Mantenimiento preventivo;20/11/2024;Mantenimiento preventivo;4/12/2024;Mantenimiento preventivo;;
;;;;XAHA4F01300687;;;;;;;;;;;;;;;;;4/9/2024;Mantenimiento preventivo;;;;;;;;
;CD LOMAS DE SARGENTILLO;FRIOS;ET51;XAHY3FB2900084;;;21/2/2024;Mantenimiento preventivo;;;;;;;;;;;;;;;;;;;;;;
;CD LOMAS DE SARGENTILLO;FRIOS;MC92;20052010561706    ;;;21/2/2024;Mantenimiento preventivo;;;;;1/5/2024;Mantenimiento preventivo;;;;;;;;;;;;;;;;
;CD LOMAS DE SARGENTILLO;FRIOS;TC52;22073524201188    ;;;21/2/2024;Mantenimiento preventivo;;;;;;;5/6/2024;Mantenimiento preventivo;;;;;;;;;;;;;;
;CD LOMAS DE SARGENTILLO;SECOS;TC52;22213524201405    ;;;14/2/2024;Mantenimiento preventivo;13/3/2024;Mantenimiento preventivo;10/4/2024;Mantenimiento preventivo;2/5/2024;Mantenimiento preventivo;4/6/2024;no se encuentra fisicamente;;;;;;;;;;;;;;
;CD LOMAS DE SARGENTILLO;SECOS;TC52;21265524201431    ;;;14/2/2024;Mantenimiento preventivo;13/3/2024;Mantenimiento preventivo;10/4/2024;Mantenimiento preventivo;2/5/2024;Mantenimiento preventivo;4/6/2024;Mantenimiento preventivo;;;;;;;;;;;;;;
;CD LOMAS DE SARGENTILLO;SECOS;TC57;21252522515622    ;;;14/2/2024;Mantenimiento preventivo;13/3/2024;Mantenimiento preventivo;10/4/2024;Mantenimiento preventivo;2/5/2024;Mantenimiento preventivo;4/6/2024;Mantenimiento preventivo;;;;;;;;;;;;;;
;CD LOMAS DE SARGENTILLO;SECOS;TC52;22153524200124    ;;;14/2/2024;Mantenimiento preventivo;13/3/2024;Mantenimiento preventivo;10/4/2024;Mantenimiento preventivo;2/5/2024;Mantenimiento preventivo;4/6/2024;Mantenimiento preventivo;;;;;;;;;;;;;;
;CD LOMAS DE SARGENTILLO;SECOS;ET51;XAHA5F03300391;;;21/2/2024;Mantenimiento preventivo;27/3/2024;Mantenimiento preventivo;18/4/2024;Mantenimiento preventivo;9/5/2024;Mantenimiento preventivo;11/6/2024;Mantenimiento preventivo;11/7/2024;Mantenimiento preventivo;1/8/2024;Mantenimiento preventivo;5/9/2024;Mantenimiento preventivo;3/10/2024;Mantenimiento preventivo;13/11/2024;Mantenimiento preventivo;5/12/2024;Mantenimiento preventivo;;
;CD LOMAS DE SARGENTILLO;SECOS;ET51;XAHY2FA2500102;;;21/2/2024;Mantenimiento preventivo;27/3/2024;Mantenimiento preventivo;18/4/2024;Mantenimiento preventivo;9/5/2024;Mantenimiento preventivo;11/6/2024;Mantenimiento preventivo;11/7/2024;Mantenimiento preventivo;1/8/2024;Mantenimiento preventivo;5/9/2024;Mantenimiento preventivo;3/10/2024;Mantenimiento preventivo;14/11/2024;Mantenimiento preventivo;12/12/2024;Mantenimiento preventivo;;
;CD LOMAS DE SARGENTILLO;SECOS;ET51;XAHA4F01300746;;;21/2/2024;Mantenimiento preventivo;;;10/4/2024;Mantenimiento preventivo;2/5/2024;Mantenimiento preventivo;4/6/2024;Mantenimiento preventivo;11/7/2024;Mantenimiento preventivo;1/8/2024;Mantenimiento preventivo;5/9/2024;Mantenimiento preventivo;3/10/2024;Mantenimiento preventivo;7/11/2024;Mantenimiento preventivo;5/12/2024;Mantenimiento preventivo;;
;CD LOMAS DE SARGENTILLO;SECOS;ET51;XAHY2FA2500154;;;21/2/2024;Mantenimiento preventivo;27/3/2024;Mantenimiento preventivo;;;2/5/2024;Mantenimiento preventivo;11/6/2024;Mantenimiento preventivo;11/7/2024;Mantenimiento preventivo;1/8/2024;Mantenimiento preventivo;5/9/2024;Mantenimiento preventivo;3/10/2024;Mantenimiento preventivo;14/11/2024;Mantenimiento preventivo;5/12/2024;Mantenimiento preventivo;;
;CD LOMAS DE SARGENTILLO;SECOS;ET51;XAHA5F02300398;;;21/2/2024;Mantenimiento preventivo;27/3/2024;Mantenimiento preventivo;10/4/2024;Mantenimiento preventivo;2/5/2024;Mantenimiento preventivo;;;;;;;12/9/2024;Mantenimiento preventivo;3/10/2024;Mantenimiento preventivo;20/11/2024;Mantenimiento preventivo;5/12/2024;Mantenimiento preventivo;;
;;;;XAHA5F02300398;;;;;;;;;;;;;;;;;4/9/2024;Mantenimiento preventivo;;;;;;;;
;CD LOMAS DE SARGENTILLO;SECOS;ET50;BZ84506081;;;21/2/2024;Mantenimiento preventivo;27/3/2024;Mantenimiento preventivo;10/4/2024;Mantenimiento preventivo;9/5/2024;Mantenimiento preventivo;11/6/2024;Mantenimiento preventivo;11/7/2024;Mantenimiento preventivo;8/8/2024;Mantenimiento preventivo;12/9/2024;Mantenimiento preventivo;10/10/2024;Mantenimiento preventivo;7/11/2024;Mantenimiento preventivo;5/12/2024;Mantenimiento preventivo;;
;CD LOMAS DE SARGENTILLO;SECOS;ET50;BZ84506161;;;21/2/2024;Mantenimiento preventivo;27/3/2024;Mantenimiento preventivo;10/4/2024;Mantenimiento preventivo;9/5/2024;Mantenimiento preventivo;11/6/2024;Mantenimiento preventivo;11/7/2024;Mantenimiento preventivo;1/8/2024;Mantenimiento preventivo;5/9/2024;Mantenimiento preventivo;3/10/2024;Mantenimiento preventivo;14/11/2024;Mantenimiento preventivo;5/12/2024;Mantenimiento preventivo;;
;CD LOMAS DE SARGENTILLO;SECOS;ET50;BZ84900861;;;21/2/2024;Mantenimiento preventivo;27/3/2024;Mantenimiento preventivo;;;9/5/2024;Mantenimiento preventivo;4/6/2024;Mantenimiento preventivo;11/7/2024;Mantenimiento preventivo;1/8/2024;Mantenimiento preventivo;5/9/2024;Mantenimiento preventivo;3/10/2024;Mantenimiento preventivo;7/11/2024;Mantenimiento preventivo;12/12/2024;Mantenimiento preventivo;;
;CD LOMAS DE SARGENTILLO;SECOS;ET50;BZ84506012;;;21/2/2024;Mantenimiento preventivo;27/3/2024;Mantenimiento preventivo;18/4/2024;Mantenimiento preventivo;9/5/2024;Mantenimiento preventivo;4/6/2024;Mantenimiento preventivo;11/7/2024;Mantenimiento preventivo;1/8/2024;Mantenimiento preventivo;12/9/2024;Mantenimiento preventivo;10/10/2024;Mantenimiento preventivo;7/11/2024;Mantenimiento preventivo;5/12/2024;Mantenimiento preventivo;;
;CD LOMAS DE SARGENTILLO;SECOS;ET50;BZ84506011;;;21/2/2024;Mantenimiento preventivo;27/3/2024;Se retira a laboratorio;10/4/2024;Mantenimiento preventivo;2/5/2024;Mantenimiento preventivo;11/6/2024;Mantenimiento preventivo;11/7/2024;Mantenimiento preventivo;1/8/2024;Mantenimiento preventivo;12/9/2024;Mantenimiento preventivo;10/10/2024;Mantenimiento preventivo;14/11/2024;Mantenimiento preventivo;5/12/2024;Mantenimiento preventivo;;
;CD LOMAS DE SARGENTILLO;SECOS;MC92;20006010552270    ;;;21/2/2024;Mantenimiento preventivo;13/3/2024;Mantenimiento preventivo;;;2/5/2024;Mantenimiento preventivo;4/6/2024;Mantenimiento preventivo;;;;;;;;;;;12/12/2024;Mantenimiento preventivo;;
;CD CALACALI;SECOS;MC91;1404300500556    ;11/1/2024;Mantenimiento preventivo;7/2/2024;Mantenimiento preventivo;13/3/2024;Tactil;11/4/2024;Mantenimiento preventivo;;;5/6/2024;Mantenimiento preventivo;11/7/2024;Mantenimiento preventivo;7/8/2024;Mantenimiento preventivo;12/9/2024;Carcasa inferior;9/10/2024;Mantenimiento preventivo;13/11/2024;Teclado con protector;13/12/2024;Mantenimiento preventivo;;
;;;;1404300500556    ;;;;;13/3/2024;Carcasa superior;;;;;;;;;;;;;;;;;;;;
;;;;1404300500556    ;;;;;13/3/2024;Carcasa inferior;;;;;;;;;;;;;;;;;;;;
;CD CALACALI;FRIOS;MC92;1811700500094    ;;;;;27/3/2024;Mantenimiento preventivo;9/4/2024;Mantenimiento preventivo;7/5/2024;Mantenimiento preventivo;11/6/2024;Mantenimiento preventivo;9/7/2024;Mantenimiento preventivo;6/8/2024;Mantenimiento preventivo;10/9/2024;Mantenimiento preventivo;8/10/2024;Mantenimiento preventivo;12/11/2024;Mantenimiento preventivo;10/12/2024;Mantenimiento preventivo;;
;CD CALACALI;SECOS;WT41;19006523025340    ;;;;;13/3/2024;Mantenimiento preventivo;10/4/2024;Mantenimiento preventivo;;;5/6/2024;Mantenimiento preventivo;10/7/2024;Mantenimiento preventivo;7/8/2024;Mantenimiento preventivo;11/9/2024;Mantenimiento preventivo;9/10/2024;Mantenimiento preventivo;13/11/2024;Mantenimiento preventivo;12/12/2024;Mantenimiento preventivo;;
;CD CALACALI;SECOS;WT41;19007523021921    ;;;;;13/3/2024;Mantenimiento preventivo;10/4/2024;Mantenimiento preventivo;;;5/6/2024;Mantenimiento preventivo;10/7/2024;Mantenimiento preventivo;7/8/2024;Mantenimiento preventivo;11/9/2024;Mantenimiento preventivo;9/10/2024;Mantenimiento preventivo;13/11/2024;Mantenimiento preventivo;12/12/2024;Mantenimiento preventivo;;
;CD LOMAS DE SARGENTILLO;FRIOS;MC93;22192522509267    ;17/1/2024;Mantenimiento preventivo;7/2/2024;Mantenimiento preventivo;12/3/2024;Mantenimiento preventivo;9/4/2024;Mantenimiento preventivo;1/5/2024;Mantenimiento preventivo;5/6/2024;Mantenimiento preventivo;;;;;4/9/2024;Mantenimiento preventivo;2/10/2024;Mantenimiento preventivo;13/11/2024;Mantenimiento preventivo;;;;
;CD LOMAS DE SARGENTILLO;SECOS;MC92;ID 1;;;;;27/3/2024;Mantenimiento preventivo;;;;;4/6/2024;no se encuentran fisicamente;;;;;;;;;;;;;;
;CD LOMAS DE SARGENTILLO;SECOS;MC92;ID 48;;;;;27/3/2024;Mantenimiento preventivo;;;;;4/6/2024;no se encuentran fisicamente;;;;;;;;;;;;;;
;CD LOMAS DE SARGENTILLO;SECOS;MC92;ID 73;;;;;27/3/2024;Mantenimiento preventivo;;;;;4/6/2024;no se encuentran fisicamente;;;;;;;;;;;;;;
;CD LOMAS DE SARGENTILLO;SECOS;MC92;ID74;9/1/2024;Mantenimiento preventivo;;;13/3/2024;Mantenimiento preventivo;18/4/2024;Mantenimiento preventivo;;;4/6/2024;Mantenimiento preventivo;;;;;;;;;;;;;;
;CD CALACALI;SECOS;ET50;BZ84404744;;;;;27/3/2024;Mantenimiento preventivo;11/4/2024;Mantenimiento preventivo;;;6/6/2024;Mantenimiento preventivo;11/7/2024;Mantenimiento preventivo;;;12/9/2024;Mantenimiento preventivo;9/10/2024;Mantenimiento preventivo;13/11/2024;Mantenimiento preventivo;13/12/2024;Manteniento preventivo;;
;CD LOMAS DE SARGENTILLO;FRIOS;WT41 sin rs;19003525020141    ;;;7/2/2024;Mantenimiento preventivo;12/3/2024;Mantenimiento preventivo;9/4/2024;Mantenimiento preventivo;1/5/2024;Mantenimiento preventivo;5/6/2024;Mantenimiento preventivo;10/7/2024;Mantenimiento preventivo;7/8/2024;Mantenimiento preventivo;4/9/2024;Mantenimiento preventivo;2/10/2024;Mantenimiento preventivo;13/11/2024;Mantenimiento preventivo;;;;
;CD LOMAS DE SARGENTILLO;SECOS;ET50;BZ84506086;;;;;;;18/4/2024;Mantenimiento preventivo;2/5/2024;Mantenimiento preventivo;4/6/2024;Mantenimiento preventivo;11/7/2024;Mantenimiento preventivo;1/8/2024;Mantenimiento preventivo;5/9/2024;Mantenimiento preventivo;3/10/2024;Mantenimiento preventivo;7/11/2024;Mantenimiento preventivo;5/12/2024;Mantenimiento preventivo;;
;CD LOMAS DE SARGENTILLO;SECOS;ET51;XAHY2FA2500098;;;;;;;10/4/2024;Mantenimiento preventivo;2/5/2024;Mantenimiento preventivo;4/6/2024;Mantenimiento preventivo;11/7/2024;Mantenimiento preventivo;1/8/2024;Mantenimiento preventivo;5/9/2024;Mantenimiento preventivo;3/10/2024;Mantenimiento preventivo;7/11/2024;Mantenimiento preventivo;5/12/2024;Mantenimiento preventivo;;
;CD LOMAS DE SARGENTILLO;SECOS;ZT410;18J1827066550;;;;;;;10/4/2024;Mantenimiento preventivo;2/5/2024;Mantenimiento preventivo;;;;;;;;;;;;;;;;
;CD LOMAS DE SARGENTILLO;FRIOS;Cuna M. MC92;1517400501339    ;;;;;;;17/4/2024;Mantenimiento preventivo;;;;;;;;;;;;;;;;;;
;CD LOMAS DE SARGENTILLO;FRIOS;Cuna M. MC92;5174000501314    ;;;;;;;17/4/2024;Mantenimiento preventivo;;;;;;;;;;;;;;;;;;
;CD LOMAS DE SARGENTILLO;FRIOS;Cuna M. MC92;5174000501331    ;;;;;;;17/4/2024;Mantenimiento preventivo;;;;;;;;;;;;;;;;;;
